uf,ano,tri,n,ncol,obj_ok,cid_col_presente,n_cid_principal_L732,filtro_consistente,base
PI,2024,4,71,62,TRUE,TRUE,71,TRUE,sia
PI,2025,1,73,62,TRUE,TRUE,73,TRUE,sia
PI,2025,2,83,62,TRUE,TRUE,83,TRUE,sia
PI,2025,3,93,62,TRUE,TRUE,93,TRUE,sia
PI,2025,4,84,62,TRUE,TRUE,84,TRUE,sia
RJ,2020,1,5,62,TRUE,TRUE,5,TRUE,sia
RJ,2020,2,14,62,TRUE,TRUE,14,TRUE,sia
RJ,2020,3,48,62,TRUE,TRUE,48,TRUE,sia
RJ,2020,4,70,62,TRUE,TRUE,70,TRUE,sia
RJ,2021,1,117,62,TRUE,TRUE,117,TRUE,sia
RJ,2021,2,93,62,TRUE,TRUE,93,TRUE,sia
RJ,2021,3,25,62,TRUE,TRUE,25,TRUE,sia
RJ,2021,4,343,62,TRUE,TRUE,343,TRUE,sia
RJ,2022,1,260,62,TRUE,TRUE,260,TRUE,sia
RJ,2022,2,292,62,TRUE,TRUE,292,TRUE,sia
RJ,2022,3,335,62,TRUE,TRUE,335,TRUE,sia
RJ,2022,4,346,62,TRUE,TRUE,346,TRUE,sia
RJ,2023,1,409,62,TRUE,TRUE,409,TRUE,sia
RJ,2023,2,511,62,TRUE,TRUE,511,TRUE,sia
RJ,2023,3,530,62,TRUE,TRUE,530,TRUE,sia
RJ,2023,4,577,62,TRUE,TRUE,577,TRUE,sia
RJ,2024,1,669,62,TRUE,TRUE,669,TRUE,sia
RJ,2024,2,776,62,TRUE,TRUE,776,TRUE,sia
RJ,2024,3,1082,62,TRUE,TRUE,1082,TRUE,sia
RJ,2024,4,1260,62,TRUE,TRUE,1260,TRUE,sia
RJ,2025,1,1364,62,TRUE,TRUE,1364,TRUE,sia
RJ,2025,2,1358,62,TRUE,TRUE,1358,TRUE,sia
RJ,2025,3,1326,62,TRUE,TRUE,1326,TRUE,sia
RJ,2025,4,973,62,TRUE,TRUE,973,TRUE,sia
RN,2020,1,4,62,TRUE,TRUE,4,TRUE,sia
RN,2020,2,8,62,TRUE,TRUE,8,TRUE,sia
RN,2020,3,10,62,TRUE,TRUE,10,TRUE,sia
RN,2020,4,12,62,TRUE,TRUE,12,TRUE,sia
RN,2021,1,15,62,TRUE,TRUE,15,TRUE,sia
RN,2021,2,19,62,TRUE,TRUE,19,TRUE,sia
RN,2021,3,29,62,TRUE,TRUE,29,TRUE,sia
RN,2021,4,36,62,TRUE,TRUE,36,TRUE,sia
RN,2022,1,36,62,TRUE,TRUE,36,TRUE,sia
RN,2022,2,41,62,TRUE,TRUE,41,TRUE,sia
RN,2022,3,50,62,TRUE,TRUE,50,TRUE,sia
RN,2022,4,38,62,TRUE,TRUE,38,TRUE,sia
RN,2023,1,30,62,TRUE,TRUE,30,TRUE,sia
RN,2023,2,132,62,TRUE,TRUE,132,TRUE,sia
RN,2023,3,161,62,TRUE,TRUE,161,TRUE,sia
RN,2023,4,180,62,TRUE,TRUE,180,TRUE,sia
RN,2024,1,196,62,TRUE,TRUE,196,TRUE,sia
RN,2024,2,215,62,TRUE,TRUE,215,TRUE,sia
RN,2024,3,213,62,TRUE,TRUE,213,TRUE,sia
RN,2024,4,244,62,TRUE,TRUE,244,TRUE,sia
RN,2025,1,267,62,TRUE,TRUE,267,TRUE,sia
RN,2025,2,272,62,TRUE,TRUE,272,TRUE,sia
RN,2025,3,267,62,TRUE,TRUE,267,TRUE,sia
RN,2025,4,102,62,TRUE,TRUE,102,TRUE,sia
RS,2020,1,65,62,TRUE,TRUE,65,TRUE,sia
RS,2020,2,63,62,TRUE,TRUE,63,TRUE,sia
RS,2020,3,81,62,TRUE,TRUE,81,TRUE,sia
RS,2020,4,79,62,TRUE,TRUE,79,TRUE,sia
RS,2021,1,92,62,TRUE,TRUE,92,TRUE,sia
RS,2021,2,79,62,TRUE,TRUE,79,TRUE,sia
RS,2021,3,139,62,TRUE,TRUE,139,TRUE,sia
RS,2021,4,157,62,TRUE,TRUE,157,TRUE,sia
RS,2022,1,170,62,TRUE,TRUE,170,TRUE,sia
RS,2022,2,122,62,TRUE,TRUE,122,TRUE,sia
RS,2022,3,258,62,TRUE,TRUE,258,TRUE,sia
RS,2022,4,208,62,TRUE,TRUE,208,TRUE,sia
RS,2023,1,224,62,TRUE,TRUE,224,TRUE,sia
RS,2023,2,207,62,TRUE,TRUE,207,TRUE,sia
RS,2023,3,262,62,TRUE,TRUE,262,TRUE,sia
RS,2023,4,315,62,TRUE,TRUE,315,TRUE,sia
RS,2024,1,357,62,TRUE,TRUE,357,TRUE,sia
RS,2024,2,281,62,TRUE,TRUE,281,TRUE,sia
RS,2024,3,397,62,TRUE,TRUE,397,TRUE,sia
RS,2024,4,407,62,TRUE,TRUE,407,TRUE,sia
RS,2025,1,412,62,TRUE,TRUE,412,TRUE,sia
RS,2025,2,494,62,TRUE,TRUE,494,TRUE,sia
RS,2025,3,594,62,TRUE,TRUE,594,TRUE,sia
RS,2025,4,387,62,TRUE,TRUE,387,TRUE,sia
RO,2020,1,0,62,TRUE,TRUE,NA,TRUE,sia
RO,2020,2,1,62,TRUE,TRUE,1,TRUE,sia
RO,2020,3,0,62,TRUE,TRUE,NA,TRUE,sia
RO,2020,4,5,62,TRUE,TRUE,5,TRUE,sia
RO,2021,1,1,62,TRUE,TRUE,1,TRUE,sia
RO,2021,2,1,62,TRUE,TRUE,1,TRUE,sia
RO,2021,3,4,62,TRUE,TRUE,4,TRUE,sia
RO,2021,4,8,62,TRUE,TRUE,8,TRUE,sia
RO,2022,1,3,62,TRUE,TRUE,3,TRUE,sia
RO,2022,2,0,62,TRUE,TRUE,NA,TRUE,sia
RO,2022,3,3,62,TRUE,TRUE,3,TRUE,sia
RO,2022,4,0,62,TRUE,TRUE,NA,TRUE,sia
RO,2023,1,0,62,TRUE,TRUE,NA,TRUE,sia
RO,2023,2,3,62,TRUE,TRUE,3,TRUE,sia
RO,2023,3,3,62,TRUE,TRUE,3,TRUE,sia
RO,2023,4,7,62,TRUE,TRUE,7,TRUE,sia
RO,2024,1,11,62,TRUE,TRUE,11,TRUE,sia
RO,2024,2,14,62,TRUE,TRUE,14,TRUE,sia
RO,2024,3,12,62,TRUE,TRUE,12,TRUE,sia
RO,2024,4,10,62,TRUE,TRUE,10,TRUE,sia
RO,2025,1,11,62,TRUE,TRUE,11,TRUE,sia
RO,2025,2,23,62,TRUE,TRUE,23,TRUE,sia
RO,2025,3,11,62,TRUE,TRUE,11,TRUE,sia
RO,2025,4,4,62,TRUE,TRUE,4,TRUE,sia
RR,2020,1,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2020,2,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2020,3,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2020,4,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2021,1,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2021,2,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2021,3,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2021,4,0,62,TRUE,TRUE,NA,TRUE,sia
RR,2022,1,2,62,TRUE,TRUE,2,TRUE,sia
RR,2022,2,3,62,TRUE,TRUE,3,TRUE,sia
RR,2022,3,3,62,TRUE,TRUE,3,TRUE,sia
RR,2022,4,3,62,TRUE,TRUE,3,TRUE,sia
RR,2023,1,5,62,TRUE,TRUE,5,TRUE,sia
RR,2023,2,5,62,TRUE,TRUE,5,TRUE,sia
RR,2023,3,3,62,TRUE,TRUE,3,TRUE,sia
RR,2023,4,2,62,TRUE,TRUE,2,TRUE,sia
RR,2024,1,3,62,TRUE,TRUE,3,TRUE,sia
RR,2024,2,9,62,TRUE,TRUE,9,TRUE,sia
RR,2024,3,11,62,TRUE,TRUE,11,TRUE,sia
RR,2024,4,7,62,TRUE,TRUE,7,TRUE,sia
RR,2025,1,9,62,TRUE,TRUE,9,TRUE,sia
RR,2025,2,8,62,TRUE,TRUE,8,TRUE,sia
RR,2025,3,9,62,TRUE,TRUE,9,TRUE,sia
RR,2025,4,8,62,TRUE,TRUE,8,TRUE,sia
SC,2020,1,48,62,TRUE,TRUE,48,TRUE,sia
SC,2020,2,45,62,TRUE,TRUE,45,TRUE,sia
SC,2020,3,55,62,TRUE,TRUE,55,TRUE,sia
SC,2020,4,78,62,TRUE,TRUE,78,TRUE,sia
SC,2021,1,114,62,TRUE,TRUE,114,TRUE,sia
SC,2021,2,130,62,TRUE,TRUE,130,TRUE,sia
SC,2021,3,146,62,TRUE,TRUE,146,TRUE,sia
SC,2021,4,247,62,TRUE,TRUE,247,TRUE,sia
SC,2022,1,230,62,TRUE,TRUE,230,TRUE,sia
SC,2022,2,265,62,TRUE,TRUE,265,TRUE,sia
SC,2022,3,311,62,TRUE,TRUE,311,TRUE,sia
SC,2022,4,314,62,TRUE,TRUE,314,TRUE,sia
SC,2023,1,387,62,TRUE,TRUE,387,TRUE,sia
SC,2023,2,365,62,TRUE,TRUE,365,TRUE,sia
SC,2023,3,388,62,TRUE,TRUE,388,TRUE,sia
SC,2023,4,471,62,TRUE,TRUE,471,TRUE,sia
SC,2024,1,519,62,TRUE,TRUE,519,TRUE,sia
SC,2024,2,510,62,TRUE,TRUE,510,TRUE,sia
SC,2024,3,544,62,TRUE,TRUE,544,TRUE,sia
SC,2024,4,592,62,TRUE,TRUE,592,TRUE,sia
SC,2025,1,642,62,TRUE,TRUE,642,TRUE,sia
SC,2025,2,670,62,TRUE,TRUE,670,TRUE,sia
SC,2025,3,734,62,TRUE,TRUE,734,TRUE,sia
SC,2025,4,524,62,TRUE,TRUE,524,TRUE,sia
SP,2020,1,137,62,TRUE,TRUE,137,TRUE,sia
SP,2020,2,258,62,TRUE,TRUE,258,TRUE,sia
SP,2020,3,508,62,TRUE,TRUE,508,TRUE,sia
SP,2020,4,782,62,TRUE,TRUE,782,TRUE,sia
SP,2021,1,996,62,TRUE,TRUE,996,TRUE,sia
SP,2021,2,1054,62,TRUE,TRUE,1054,TRUE,sia
SP,2021,3,1242,62,TRUE,TRUE,1242,TRUE,sia
SP,2021,4,1337,62,TRUE,TRUE,1337,TRUE,sia
SP,2022,1,1380,62,TRUE,TRUE,1380,TRUE,sia
SP,2022,2,1695,62,TRUE,TRUE,1695,TRUE,sia
SP,2022,3,1865,62,TRUE,TRUE,1865,TRUE,sia
SP,2022,4,2137,62,TRUE,TRUE,2137,TRUE,sia
SP,2023,1,2113,62,TRUE,TRUE,2113,TRUE,sia
SP,2023,2,2556,62,TRUE,TRUE,2556,TRUE,sia
SP,2023,3,2697,62,TRUE,TRUE,2697,TRUE,sia
SP,2023,4,2767,62,TRUE,TRUE,2767,TRUE,sia
SP,2024,1,2877,62,TRUE,TRUE,2877,TRUE,sia
SP,2024,2,3194,62,TRUE,TRUE,3194,TRUE,sia
SP,2024,3,3522,62,TRUE,TRUE,3522,TRUE,sia
SP,2024,4,3822,62,TRUE,TRUE,3822,TRUE,sia
SP,2025,1,4032,62,TRUE,TRUE,4032,TRUE,sia
SP,2025,2,4399,62,TRUE,TRUE,4399,TRUE,sia
SP,2025,3,4911,62,TRUE,TRUE,4911,TRUE,sia
SP,2025,4,3588,62,TRUE,TRUE,3588,TRUE,sia
SE,2020,1,0,62,TRUE,TRUE,NA,TRUE,sia
SE,2020,2,6,62,TRUE,TRUE,6,TRUE,sia
SE,2020,3,6,62,TRUE,TRUE,6,TRUE,sia
SE,2020,4,6,62,TRUE,TRUE,6,TRUE,sia
SE,2021,1,7,62,TRUE,TRUE,7,TRUE,sia
SE,2021,2,10,62,TRUE,TRUE,10,TRUE,sia
SE,2021,3,17,62,TRUE,TRUE,17,TRUE,sia
SE,2021,4,25,62,TRUE,TRUE,25,TRUE,sia
SE,2022,1,24,62,TRUE,TRUE,24,TRUE,sia
SE,2022,2,39,62,TRUE,TRUE,39,TRUE,sia
SE,2022,3,41,62,TRUE,TRUE,41,TRUE,sia
SE,2022,4,42,62,TRUE,TRUE,42,TRUE,sia
SE,2023,1,52,62,TRUE,TRUE,52,TRUE,sia
SE,2023,2,51,62,TRUE,TRUE,51,TRUE,sia
SE,2023,3,65,62,TRUE,TRUE,65,TRUE,sia
SE,2023,4,82,62,TRUE,TRUE,82,TRUE,sia
SE,2024,1,89,62,TRUE,TRUE,89,TRUE,sia
SE,2024,2,101,62,TRUE,TRUE,101,TRUE,sia
SE,2024,3,110,62,TRUE,TRUE,110,TRUE,sia
SE,2024,4,131,62,TRUE,TRUE,131,TRUE,sia
SE,2025,1,154,62,TRUE,TRUE,154,TRUE,sia
SE,2025,2,158,62,TRUE,TRUE,158,TRUE,sia
SE,2025,3,172,62,TRUE,TRUE,172,TRUE,sia
SE,2025,4,105,62,TRUE,TRUE,105,TRUE,sia
TO,2020,1,1,62,TRUE,TRUE,1,TRUE,sia
TO,2020,2,3,62,TRUE,TRUE,3,TRUE,sia
TO,2020,3,0,62,TRUE,TRUE,NA,TRUE,sia
TO,2020,4,8,62,TRUE,TRUE,8,TRUE,sia
TO,2021,1,7,62,TRUE,TRUE,7,TRUE,sia
TO,2021,2,7,62,TRUE,TRUE,7,TRUE,sia
TO,2021,3,9,62,TRUE,TRUE,9,TRUE,sia
TO,2021,4,10,62,TRUE,TRUE,10,TRUE,sia
TO,2022,1,12,62,TRUE,TRUE,12,TRUE,sia
TO,2022,2,10,62,TRUE,TRUE,10,TRUE,sia
TO,2022,3,11,62,TRUE,TRUE,11,TRUE,sia
TO,2022,4,18,62,TRUE,TRUE,18,TRUE,sia
TO,2023,1,14,62,TRUE,TRUE,14,TRUE,sia
TO,2023,2,26,62,TRUE,TRUE,26,TRUE,sia
TO,2023,3,24,62,TRUE,TRUE,24,TRUE,sia
TO,2023,4,25,62,TRUE,TRUE,25,TRUE,sia
TO,2024,1,19,62,TRUE,TRUE,19,TRUE,sia
TO,2024,2,18,62,TRUE,TRUE,18,TRUE,sia
TO,2024,3,26,62,TRUE,TRUE,26,TRUE,sia
TO,2024,4,27,62,TRUE,TRUE,27,TRUE,sia
TO,2025,1,26,62,TRUE,TRUE,26,TRUE,sia
TO,2025,2,20,62,TRUE,TRUE,20,TRUE,sia
TO,2025,3,27,62,TRUE,TRUE,27,TRUE,sia
TO,2025,4,15,62,TRUE,TRUE,15,TRUE,sia
AC,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
AC,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
AC,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
AC,2025,3,1,114,TRUE,TRUE,1,TRUE,sih
AC,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
AL,2020,1,1,113,TRUE,TRUE,1,TRUE,sih
AL,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2023,2,2,113,TRUE,TRUE,2,TRUE,sih
AL,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2023,4,2,113,TRUE,TRUE,2,TRUE,sih
AL,2024,1,1,113,TRUE,TRUE,1,TRUE,sih
AL,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
AL,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
AL,2025,1,2,114,TRUE,TRUE,2,TRUE,sih
AL,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
AL,2025,3,1,114,TRUE,TRUE,1,TRUE,sih
AL,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
AP,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
AP,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
AP,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
AP,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
AP,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
AM,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2022,3,2,113,TRUE,TRUE,2,TRUE,sih
AM,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
AM,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
AM,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
AM,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
AM,2025,4,1,114,TRUE,TRUE,1,TRUE,sih
BA,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2021,3,1,113,TRUE,TRUE,1,TRUE,sih
BA,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2022,3,2,113,TRUE,TRUE,2,TRUE,sih
BA,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
BA,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2023,3,1,113,TRUE,TRUE,1,TRUE,sih
BA,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
BA,2024,1,1,113,TRUE,TRUE,1,TRUE,sih
BA,2024,2,2,113,TRUE,TRUE,2,TRUE,sih
BA,2024,3,1,113,TRUE,TRUE,1,TRUE,sih
BA,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
BA,2025,1,5,114,TRUE,TRUE,5,TRUE,sih
BA,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
BA,2025,3,2,114,TRUE,TRUE,2,TRUE,sih
BA,2025,4,2,114,TRUE,TRUE,2,TRUE,sih
CE,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2020,2,1,113,TRUE,TRUE,1,TRUE,sih
CE,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
CE,2023,2,2,113,TRUE,TRUE,2,TRUE,sih
CE,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
CE,2024,1,2,113,TRUE,TRUE,2,TRUE,sih
CE,2024,2,2,113,TRUE,TRUE,2,TRUE,sih
CE,2024,3,1,113,TRUE,TRUE,1,TRUE,sih
CE,2024,4,2,113,TRUE,TRUE,2,TRUE,sih
CE,2025,1,1,114,TRUE,TRUE,1,TRUE,sih
CE,2025,2,1,114,TRUE,TRUE,1,TRUE,sih
CE,2025,3,2,114,TRUE,TRUE,2,TRUE,sih
CE,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
DF,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2021,1,1,113,TRUE,TRUE,1,TRUE,sih
DF,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2022,4,1,113,TRUE,TRUE,1,TRUE,sih
DF,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
DF,2023,2,1,113,TRUE,TRUE,1,TRUE,sih
DF,2023,3,1,113,TRUE,TRUE,1,TRUE,sih
DF,2023,4,1,113,TRUE,TRUE,1,TRUE,sih
DF,2024,1,2,113,TRUE,TRUE,2,TRUE,sih
DF,2024,2,1,113,TRUE,TRUE,1,TRUE,sih
DF,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
DF,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
DF,2025,1,1,114,TRUE,TRUE,1,TRUE,sih
DF,2025,2,1,114,TRUE,TRUE,1,TRUE,sih
DF,2025,3,2,114,TRUE,TRUE,2,TRUE,sih
DF,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
ES,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2022,3,1,113,TRUE,TRUE,1,TRUE,sih
ES,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2024,2,3,113,TRUE,TRUE,3,TRUE,sih
ES,2024,3,2,113,TRUE,TRUE,2,TRUE,sih
ES,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
ES,2025,1,1,114,TRUE,TRUE,1,TRUE,sih
ES,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
ES,2025,3,2,114,TRUE,TRUE,2,TRUE,sih
ES,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
GO,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2020,3,1,113,TRUE,TRUE,1,TRUE,sih
GO,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2021,1,1,113,TRUE,TRUE,1,TRUE,sih
GO,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
