uf,ano,tri,n,ncol,obj_ok,cid_col_presente,n_cid_principal_L732,filtro_consistente,base
GO,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2024,1,1,113,TRUE,TRUE,1,TRUE,sih
GO,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
GO,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
GO,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
GO,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
GO,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
MA,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2022,3,1,113,TRUE,TRUE,1,TRUE,sih
MA,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2023,2,1,113,TRUE,TRUE,1,TRUE,sih
MA,2023,3,1,113,TRUE,TRUE,1,TRUE,sih
MA,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
MA,2025,1,1,114,TRUE,TRUE,1,TRUE,sih
MA,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
MA,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
MA,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
MT,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2024,2,1,113,TRUE,TRUE,1,TRUE,sih
MT,2024,3,1,113,TRUE,TRUE,1,TRUE,sih
MT,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
MT,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
MT,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
MT,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
MT,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
MS,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2024,3,1,113,TRUE,TRUE,1,TRUE,sih
MS,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
MS,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
MS,2025,2,1,114,TRUE,TRUE,1,TRUE,sih
MS,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
MS,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
MG,2020,1,5,113,TRUE,TRUE,5,TRUE,sih
MG,2020,2,1,113,TRUE,TRUE,1,TRUE,sih
MG,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
MG,2020,4,1,113,TRUE,TRUE,1,TRUE,sih
MG,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
MG,2021,2,1,113,TRUE,TRUE,1,TRUE,sih
MG,2021,3,1,113,TRUE,TRUE,1,TRUE,sih
MG,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
MG,2022,1,2,113,TRUE,TRUE,2,TRUE,sih
MG,2022,2,2,113,TRUE,TRUE,2,TRUE,sih
MG,2022,3,5,113,TRUE,TRUE,5,TRUE,sih
MG,2022,4,6,113,TRUE,TRUE,6,TRUE,sih
MG,2023,1,6,113,TRUE,TRUE,6,TRUE,sih
MG,2023,2,3,113,TRUE,TRUE,3,TRUE,sih
MG,2023,3,2,113,TRUE,TRUE,2,TRUE,sih
MG,2023,4,3,113,TRUE,TRUE,3,TRUE,sih
MG,2024,1,2,113,TRUE,TRUE,2,TRUE,sih
MG,2024,2,6,113,TRUE,TRUE,6,TRUE,sih
MG,2024,3,10,113,TRUE,TRUE,10,TRUE,sih
MG,2024,4,3,113,TRUE,TRUE,3,TRUE,sih
MG,2025,1,4,114,TRUE,TRUE,4,TRUE,sih
MG,2025,2,8,114,TRUE,TRUE,8,TRUE,sih
MG,2025,3,17,114,TRUE,TRUE,17,TRUE,sih
MG,2025,4,11,114,TRUE,TRUE,11,TRUE,sih
PA,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2021,3,1,113,TRUE,TRUE,1,TRUE,sih
PA,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2024,1,1,113,TRUE,TRUE,1,TRUE,sih
PA,2024,2,1,113,TRUE,TRUE,1,TRUE,sih
PA,2024,3,1,113,TRUE,TRUE,1,TRUE,sih
PA,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
PA,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
PA,2025,2,1,114,TRUE,TRUE,1,TRUE,sih
PA,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
PA,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
PB,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
PB,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
PB,2023,4,1,113,TRUE,TRUE,1,TRUE,sih
PB,2024,1,1,113,TRUE,TRUE,1,TRUE,sih
PB,2024,2,1,113,TRUE,TRUE,1,TRUE,sih
PB,2024,3,2,113,TRUE,TRUE,2,TRUE,sih
PB,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
PB,2025,1,1,114,TRUE,TRUE,1,TRUE,sih
PB,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
PB,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
PB,2025,4,1,114,TRUE,TRUE,1,TRUE,sih
PR,2020,1,2,113,TRUE,TRUE,2,TRUE,sih
PR,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2020,4,1,113,TRUE,TRUE,1,TRUE,sih
PR,2021,1,1,113,TRUE,TRUE,1,TRUE,sih
PR,2021,2,1,113,TRUE,TRUE,1,TRUE,sih
PR,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2022,1,1,113,TRUE,TRUE,1,TRUE,sih
PR,2022,2,1,113,TRUE,TRUE,1,TRUE,sih
PR,2022,3,1,113,TRUE,TRUE,1,TRUE,sih
PR,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2023,2,4,113,TRUE,TRUE,4,TRUE,sih
PR,2023,3,2,113,TRUE,TRUE,2,TRUE,sih
PR,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
PR,2024,1,2,113,TRUE,TRUE,2,TRUE,sih
PR,2024,2,1,113,TRUE,TRUE,1,TRUE,sih
PR,2024,3,2,113,TRUE,TRUE,2,TRUE,sih
PR,2024,4,4,113,TRUE,TRUE,4,TRUE,sih
PR,2025,1,3,114,TRUE,TRUE,3,TRUE,sih
PR,2025,2,4,114,TRUE,TRUE,4,TRUE,sih
PR,2025,3,3,114,TRUE,TRUE,3,TRUE,sih
PR,2025,4,1,114,TRUE,TRUE,1,TRUE,sih
PE,2020,1,2,113,TRUE,TRUE,2,TRUE,sih
PE,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2021,3,2,113,TRUE,TRUE,2,TRUE,sih
PE,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2022,1,1,113,TRUE,TRUE,1,TRUE,sih
PE,2022,2,2,113,TRUE,TRUE,2,TRUE,sih
PE,2022,3,1,113,TRUE,TRUE,1,TRUE,sih
PE,2022,4,1,113,TRUE,TRUE,1,TRUE,sih
PE,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
PE,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2023,3,1,113,TRUE,TRUE,1,TRUE,sih
PE,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2024,2,3,113,TRUE,TRUE,3,TRUE,sih
PE,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
PE,2024,4,2,113,TRUE,TRUE,2,TRUE,sih
PE,2025,1,2,114,TRUE,TRUE,2,TRUE,sih
PE,2025,2,5,114,TRUE,TRUE,5,TRUE,sih
PE,2025,3,3,114,TRUE,TRUE,3,TRUE,sih
PE,2025,4,5,114,TRUE,TRUE,5,TRUE,sih
PI,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
PI,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
PI,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
PI,2025,3,1,114,TRUE,TRUE,1,TRUE,sih
PI,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
RJ,2020,1,5,113,TRUE,TRUE,5,TRUE,sih
RJ,2020,2,4,113,TRUE,TRUE,4,TRUE,sih
RJ,2020,3,1,113,TRUE,TRUE,1,TRUE,sih
RJ,2020,4,1,113,TRUE,TRUE,1,TRUE,sih
RJ,2021,1,1,113,TRUE,TRUE,1,TRUE,sih
RJ,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
RJ,2021,3,1,113,TRUE,TRUE,1,TRUE,sih
RJ,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
RJ,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
RJ,2022,2,3,113,TRUE,TRUE,3,TRUE,sih
RJ,2022,3,4,113,TRUE,TRUE,4,TRUE,sih
RJ,2022,4,3,113,TRUE,TRUE,3,TRUE,sih
RJ,2023,1,5,113,TRUE,TRUE,5,TRUE,sih
RJ,2023,2,4,113,TRUE,TRUE,4,TRUE,sih
RJ,2023,3,2,113,TRUE,TRUE,2,TRUE,sih
RJ,2023,4,3,113,TRUE,TRUE,3,TRUE,sih
RJ,2024,1,2,113,TRUE,TRUE,2,TRUE,sih
RJ,2024,2,4,113,TRUE,TRUE,4,TRUE,sih
RJ,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
RJ,2024,4,7,113,TRUE,TRUE,7,TRUE,sih
RJ,2025,1,3,114,TRUE,TRUE,3,TRUE,sih
RJ,2025,2,3,114,TRUE,TRUE,3,TRUE,sih
RJ,2025,3,6,114,TRUE,TRUE,6,TRUE,sih
RJ,2025,4,4,114,TRUE,TRUE,4,TRUE,sih
RN,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2021,4,1,113,TRUE,TRUE,1,TRUE,sih
RN,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2023,3,1,113,TRUE,TRUE,1,TRUE,sih
RN,2023,4,1,113,TRUE,TRUE,1,TRUE,sih
RN,2024,1,2,113,TRUE,TRUE,2,TRUE,sih
RN,2024,2,2,113,TRUE,TRUE,2,TRUE,sih
RN,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
RN,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
RN,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
RN,2025,2,1,114,TRUE,TRUE,1,TRUE,sih
RN,2025,3,1,114,TRUE,TRUE,1,TRUE,sih
RN,2025,4,1,114,TRUE,TRUE,1,TRUE,sih
RS,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2022,2,1,113,TRUE,TRUE,1,TRUE,sih
RS,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
RS,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2023,4,1,113,TRUE,TRUE,1,TRUE,sih
RS,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
RS,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
RS,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
RS,2025,2,1,114,TRUE,TRUE,1,TRUE,sih
RS,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
RS,2025,4,1,114,TRUE,TRUE,1,TRUE,sih
RO,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
RO,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
RO,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
RO,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
RO,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
RR,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
RR,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
RR,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
RR,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
RR,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
SC,2020,1,1,113,TRUE,TRUE,1,TRUE,sih
SC,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2020,4,1,113,TRUE,TRUE,1,TRUE,sih
SC,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2022,2,1,113,TRUE,TRUE,1,TRUE,sih
SC,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2023,1,1,113,TRUE,TRUE,1,TRUE,sih
SC,2023,2,1,113,TRUE,TRUE,1,TRUE,sih
SC,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
SC,2024,4,1,113,TRUE,TRUE,1,TRUE,sih
SC,2025,1,2,114,TRUE,TRUE,2,TRUE,sih
SC,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
SC,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
SC,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
SP,2020,1,9,113,TRUE,TRUE,9,TRUE,sih
SP,2020,2,1,113,TRUE,TRUE,1,TRUE,sih
SP,2020,3,3,113,TRUE,TRUE,3,TRUE,sih
SP,2020,4,5,113,TRUE,TRUE,5,TRUE,sih
SP,2021,1,15,113,TRUE,TRUE,15,TRUE,sih
SP,2021,2,4,113,TRUE,TRUE,4,TRUE,sih
SP,2021,3,2,113,TRUE,TRUE,2,TRUE,sih
SP,2021,4,6,113,TRUE,TRUE,6,TRUE,sih
SP,2022,1,6,113,TRUE,TRUE,6,TRUE,sih
SP,2022,2,12,113,TRUE,TRUE,12,TRUE,sih
SP,2022,3,15,113,TRUE,TRUE,15,TRUE,sih
SP,2022,4,15,113,TRUE,TRUE,15,TRUE,sih
SP,2023,1,10,113,TRUE,TRUE,10,TRUE,sih
SP,2023,2,11,113,TRUE,TRUE,11,TRUE,sih
SP,2023,3,12,113,TRUE,TRUE,12,TRUE,sih
SP,2023,4,8,113,TRUE,TRUE,8,TRUE,sih
SP,2024,1,12,113,TRUE,TRUE,12,TRUE,sih
SP,2024,2,7,113,TRUE,TRUE,7,TRUE,sih
SP,2024,3,14,113,TRUE,TRUE,14,TRUE,sih
SP,2024,4,18,113,TRUE,TRUE,18,TRUE,sih
SP,2025,1,16,114,TRUE,TRUE,16,TRUE,sih
SP,2025,2,31,114,TRUE,TRUE,31,TRUE,sih
SP,2025,3,20,114,TRUE,TRUE,20,TRUE,sih
SP,2025,4,23,114,TRUE,TRUE,23,TRUE,sih
SE,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2020,4,1,113,TRUE,TRUE,1,TRUE,sih
SE,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2021,2,1,113,TRUE,TRUE,1,TRUE,sih
SE,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2021,4,1,113,TRUE,TRUE,1,TRUE,sih
SE,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2022,2,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2022,3,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2022,4,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2023,1,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2023,2,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2023,3,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2023,4,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2024,1,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2024,2,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2024,3,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2024,4,0,113,TRUE,TRUE,NA,TRUE,sih
SE,2025,1,0,114,TRUE,TRUE,NA,TRUE,sih
SE,2025,2,0,114,TRUE,TRUE,NA,TRUE,sih
SE,2025,3,0,114,TRUE,TRUE,NA,TRUE,sih
SE,2025,4,0,114,TRUE,TRUE,NA,TRUE,sih
TO,2020,1,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2020,2,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2020,3,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2020,4,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2021,1,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2021,2,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2021,3,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2021,4,0,113,TRUE,TRUE,NA,TRUE,sih
TO,2022,1,0,113,TRUE,TRUE,NA,TRUE,sih
